name,price,original_price,image_url,description,category,brand,predicted_style
童裝 親子系列 前壓褶設計傘擺上衣 S/M/L,150,NT. 480,https://photo.queenshop.com.tw/01097531/01097531-99.jpg,童裝 親子系列 前壓褶設計傘擺上衣厚磅硬挺的棉麻面料前壓褶造型修飾上身視覺效果傘擺衣擺增添休閒輕盈感簡單搭配裙裝或褲裝就好看母女一起穿 享受穿搭自由樂！,上衣,QueenShop,"['休閒', '甜美']"
古巴領鈕釦設計素面短袖西裝外套,350,NT. 1180,https://photo.queenshop.com.tw/02071585/02071585-99.jpg,古巴領鈕釦設計素面短袖西裝外套選用舒適柔軟的親膚面料古巴領剪裁修飾臉部曲線前雙口袋設計方便又實用簡單搭配牛仔褲也好看時髦！,上衣,QueenShop,"['簡約', '休閒']"
童裝 親子系列 釦環腰帶長裙 兩色售 S/M/L,250,NT. 480,https://photo.queenshop.com.tw/03020804/03020804-34.jpg,童裝 親子系列 釦環腰帶長裙率性自然棉質面料鬆緊腰頭穿脫方便寬傘擺設計穿著自在逛街出遊日系穿搭GET,下身,QueenShop,['日系']
水洗側大口袋直筒落地長褲 S/M/L/XL,700,NT. 980,https://photo.queenshop.com.tw/04101850/04101850-99.jpg,水洗側大口袋直筒落地長褲男裝系列選用舒適有挺度的斜紋棉面料直筒落地版型 修飾下身比例線條側大口袋設計 兼具造型與機能搭配T恤或襯衫都時尚有型~,下身,QueenShop,"['工裝', '街頭']"
不規則素面麻花交織耳針式耳環 兩色售,80,NT. 390,https://photo.queenshop.com.tw/07030817/07030817-73.jpg,Made in Korea不規則素面麻花交織耳針式耳環韓國選品系列不規則素面和麻花的交織設計金銀兩色滿足各種穿搭需求搭配日常穿搭就很簡約好看!,配件,QueenShop,"['韓系', '簡約']"
三曲線扭轉造型耳針式耳環,30,NT. 290,https://photo.queenshop.com.tw/07030839/07030839-99.jpg,Made in Korea三曲線扭轉造型耳針式耳環線條式設計展現俐落美學金色設計更增添整體質感正式、休閒場合配戴都適合好看輕鬆展現個人casual chic style！,其他,QueenShop,"['韓系', '優雅']"
雙細繩蝴蝶結造型耳針式耳環,30,NT. 390,https://photo.queenshop.com.tw/07030911/07030911-99.jpg,Made in Korea雙細繩蝴蝶結造型耳針式耳環韓國選品系列細繩蝴蝶結造型清新可愛輕巧方便 舒適度極高簡單配戴不厚重也沒有負擔搭配日常穿搭就時尚好看！,其他,QueenShop,"['韓系', '甜美']"
質感蝴蝶結珍珠耳針式耳環,30,NT. 290,https://photo.queenshop.com.tw/07030920/07030920-99.jpg,Made in Korea質感蝴蝶結珍珠耳針式耳環銀質蝴蝶結造型質感滿滿吊墜式珍珠設計甜美有型 不容易遺失的耳針式耳環設計輕鬆打造穿搭亮點!,配件,QueenShop,"['甜美', '韓系']"
不規則細珍珠造型項鍊,80,NT. 380,https://photo.queenshop.com.tw/07040326/07040326-99.jpg,Made in Korea不規則細珍珠造型項鍊滿滿不規則細小的珍珠簡約質感又有氣質時髦女性必備的時尚輕奢侈品！,配件,QueenShop,"['韓系', '簡約']"
珍珠皮繩蝴蝶結雙層項鍊,30,NT. 490,https://photo.queenshop.com.tw/07040363/07040363-99.jpg,Made in Korea珍珠皮繩蝴蝶結雙層項鍊附調節鍊設計 任何人都合適雙層設計 讓造型更具有變化度珍珠與銀色皮繩搭配 和諧有型簡單搭配 展現時髦精緻Look~,配件,QueenShop,"['韓系', '優雅']"
橢圓形立體光面造型戒指,30,NT. 390,https://photo.queenshop.com.tw/07060235/07060235-99.jpg,Made in Korea橢圓形立體光面造型戒指寬鬆戒圍 戴起來舒適不卡手指橢圓形立體光面造型 質感滿滿任何場合都合適簡單搭配 穿出質感率性氛圍~,其他,QueenShop,"['韓系', '簡約']"
不規則鏤空造型寬版戒指,30,NT. 390,https://photo.queenshop.com.tw/07060237/07060237-99.jpg,Made in Korea不規則鏤空造型寬版戒指韓國選品系列不規則鏤空面設計別緻有特色可自行調整戒圍輕鬆配戴寬版設計非常修飾手指線條簡單搭配為穿搭增添亮點！,其他,QueenShop,"['韓系', '簡約']"
素面鏤空針織寬版上衣-黑,400,NT. 790,https://photo.queenshop.com.tw/01013287/01013287-01.jpg,素面鏤空針織寬版上衣選用親膚柔軟的針織面料寬版版型 不限身形都合適鏤空造型 若隱若現增加層次度搭配裙裝 穿出慵懶氣質風~,上衣,QueenShop,"['簡約', '休閒']"
童裝 親子系列 民俗古著風印花傘擺洋 S/M/L,300,NT. 480,https://photo.queenshop.com.tw/01085462/01085462-99.jpg,童裝 親子系列 民俗古著風印花傘擺洋裝日系感的棉麻面料寬鬆版型活動舒適自在特色民俗古著風印花帶出夏日獨有的復古感適合母女一起穿搭出遊同樂,連身,QueenShop,"['日系', '復古']"
童裝 親子系列 拼接造型洋裝 兩色售 S/M/L,190,NT. 580,https://photo.queenshop.com.tw/01086732/01086732-01.jpg,童裝 親子系列 拼接造型洋裝選用舒適自在的人造面料刷刷感輕薄材質穿著自在輕盈假兩件背心式造型增添整體設計感多口袋設計方便又有型簡單搭配穿出個性母女LOOK！,連身,QueenShop,"['休閒', '甜美']"
純色寬帶皮質拖鞋 三色售 35-39,550,NT. 490,https://photo.queenshop.com.tw/05030202/05030202-08.jpg,純色寬帶皮質拖鞋超美大地色系極簡寬帶造型拖鞋檢單搭配都很好看軟料皮革不會咬腳穿一整天都舒服好好穿,配件,QueenShop,"['簡約', '休閒']"
流線型麻花設計耳針式耳環 兩色售,80,NT. 390,https://photo.queenshop.com.tw/07030820/07030820-73.jpg,Made in Korea流線型麻花設計耳針式耳環韓國選品系列特殊流線型形狀麻花線條精巧優雅搭配日常穿搭就很簡約好看!,配件,QueenShop,"['韓系', '簡約']"
質感水滴造型耳針式耳環,80,NT. 250,https://photo.queenshop.com.tw/07030850/07030850-99.jpg,質感水滴造型耳針式耳環 輕巧方便 舒適度極高水滴造型增添整體穿搭重點正式及休閒場合皆可配戴輕鬆展現個人casual chic style！,配件,QueenShop,"['優雅', '簡約']"
簡約素面菱格造型耳針式耳環,50,NT. 190,https://photo.queenshop.com.tw/07030861/07030861-99.jpg,簡約素面菱格造型耳針式耳環輕巧方便 舒適度極高菱格細線圈造型增添整體穿搭重點正式及休閒場合皆可配戴輕鬆展現個人casual chic style！,配件,QueenShop,"['簡約', '休閒']"
不規則凹凸設計愛心耳環,50,NT. 390,https://photo.queenshop.com.tw/07030870/07030870-99.jpg,Made in Korea不規則凹凸設計愛心耳環不規則凹凸設計 增添整體造型立體度單獨配戴就很有存在感正式或休閒場合配戴都合適好看輕鬆展現質感率性風格!,配件,QueenShop,"['韓系', '優雅']"
大小圓形珍珠造型組合式耳針式耳環,30,NT. 390,https://photo.queenshop.com.tw/07030879/07030879-99.jpg,Made in Korea大小圓形珍珠造型組合式耳針式耳環大小圓形造型簡約好看小珍珠造型輕鬆點綴整體穿搭輕巧方便 舒適度極高簡單配戴不厚重也沒有負擔輕鬆融入日常裝扮 展現耳際時尚,配件,QueenShop,"['簡約', '韓系']"
簡單素面圓形線圈造型耳針式耳環,100,NT. 290,https://photo.queenshop.com.tw/07030886/07030886-99.jpg,Made in Korea簡單素面圓形線圈造型耳針式耳環韓國選品系列細線圈造型增添整體穿搭重點輕巧方便 舒適度極高簡單配戴就好看有型！,配件,QueenShop,"['韓系', '簡約']"
小水滴型造型耳針式耳環,30,NT. 290,https://photo.queenshop.com.tw/07030904/07030904-99.jpg,小水滴型造型耳針式耳環小水滴型造型質感好看輕巧方便 舒適度極高簡單配戴不厚重也沒有負擔輕鬆融入日常裝扮 展現耳際時尚,配件,QueenShop,"['簡約', '優雅']"
蛇骨鎖鏈雙層設計項鍊,30,NT. 690,https://photo.queenshop.com.tw/07040370/07040370-99.jpg,Made in Korea蛇骨鎖鏈雙層設計項鍊做工細緻 戴起來有份量感調節鍊設計 可自由調整鍊長蛇骨鎖鏈雙層設計 整體造型加分簡單配戴 展現質感個性風!,配件,QueenShop,"['韓系', '簡約']"
寬蛇骨設計蝴蝶結手鍊,80,NT. 390,https://photo.queenshop.com.tw/07050184/07050184-99.jpg,Made in Korea寬蛇骨設計蝴蝶結手鍊 附調節鍊設計 任何人都合適寬蛇骨鍊條 帶有歐美酷辣風格中和蝴蝶結的甜美氣息佩戴上去 為造型增添甜辣率性風!,配件,QueenShop,"['歐美', '甜美']"
鏤空交錯圈型設計戒指,80,NT. 380,https://photo.queenshop.com.tw/07060199/07060199-99.jpg,Made in Korea鏤空交錯圈型設計戒指帶有精緻鏤空圖案的款式貼心可調式戒圍 調整屬於妳的專屬大小 日常造型中取得典雅與時髦的絕佳平衡搭配各種時尚穿搭 都很有型~,其他,QueenShop,"['韓系', '優雅']"
率性愛心鎖鏈造型戒指,30,NT. 390,https://photo.queenshop.com.tw/07060226/07060226-99.jpg,Made in Korea率性愛心鎖鏈造型戒指圓弧線條與寬鬆設計鎖鏈與愛心造型 別緻有特色充滿存在感的設計款式簡單搭配 為造型增添亮點!,其他,QueenShop,"['韓系', '街頭']"
質感細緞帶蝴蝶結雙髮圈 兩色售,80,NT. 250,https://photo.queenshop.com.tw/07090377/07090377-01.jpg,Made in Korea質感細緞帶蝴蝶結雙髮圈髮圈緊實不易鬆弛細緞帶設計 低調簡約雙髮圈可以隨興選擇配戴簡單配戴 展現質感氣質風格!,配件,QueenShop,"['韓系', '簡約']"
童裝 親子系列 撞色口袋燈心絨吊帶裙 S/M/L,350,NT. 780,https://photo.queenshop.com.tw/01086488/01086488-99.jpg,童裝 親子系列 前後撞色口袋燈心絨吊帶裙 選用舒適好穿的純棉面料前後大口袋造型方便又實用撞色拼接設計增添整體文藝感燈心絨材質暖度又大大提升簡單搭配就好看有型母女一起穿 俏皮可愛LOOK！,連身,QueenShop,"['日系', '甜美']"
柏心聯名 撞色鬚邊刷色低腰牛仔褲 S/M/L,540,NT. 1180,https://photo.queenshop.com.tw/04011815/04011815-99.jpg,柏心聯名 撞色鬚邊刷色低腰牛仔褲選用充滿復古氣息的刷色牛仔布料腰頭撞色包邊設計 吸睛又亮眼低腰直筒版型 凸顯腰部纖細又修飾腿部線條搭配短版設計上衣 展現時髦精緻穿搭~,下身,QueenShop,"['復古', '街頭']"
P/D幽靈 幽靈印圖造型帆布袋 兩色售,190,NT. 490,https://photo.queenshop.com.tw/06070410/06070410-06.jpg,P/D幽靈 幽靈印圖造型帆布袋 選用透氣舒適的純棉面料幽靈造型設計 俏皮可愛可放A4大小方便又實用簡單搭配就好看有型!,配件,QueenShop,"['日系', '休閒']"
金屬木質不對稱造型耳針式耳環,80,NT. 390,https://photo.queenshop.com.tw/07030793/07030793-99.jpg,Made in Korea金屬木質不對稱造型耳針式耳環不對稱造型木質金屬款式垂墜感極佳 增添整體設計感簡單搭配洋裝或褲裝輕鬆展現個人casual chic style！,配件,QueenShop,"['韓系', '休閒']"
珍珠水鑽C形方形耳針式耳環六件組,100,NT. 490,https://photo.queenshop.com.tw/07030825/07030825-99.jpg,Made in Korea珍珠水鑽C形方形耳針式耳環六件組韓國選品系列珍珠耳環優雅簡約銀色小點率性簡單水鑽方鑽閃閃動人弧面耳環特殊帥氣C形耳環基本百搭合適各種風格的耳環組合喜歡嘗試不同風格的女孩必備,配件,QueenShop,"['優雅', '簡約']"
單口袋素面五分袖襯衫 兩色售 S/M/L/XL,250,NT. 690,https://photo.queenshop.com.tw/01025315/01025315-26.jpg,單口袋素面五分袖襯衫男裝系列選用舒適有挺度的滑順面料挺版設計 修飾身形更挺拔單口袋造型 方便實用又好看素面設計 百搭又實穿搭配西裝褲 穿出舒適正式穿搭！,上衣,QueenShop,"['簡約', '正裝']"
中分哥 Dragon繡字後印圖寬版上衣,400,NT. 590,https://photo.queenshop.com.tw/01190087/01190087-99.jpg,中分哥 Dragon繡字後印圖寬版上衣選用100%純棉面料 舒適又透氣寬版版型 合適任何身形前繡字後印圖設計 造型更豐富搭配裙裝或褲裝都率性有型!,上衣,QueenShop,"['街頭', '休閒']"
童裝 親子系列 撞色口袋設計調節長裙 S-L,250,NT. 580,https://photo.queenshop.com.tw/03021205/03021205-99.jpg,童裝 親子系列 撞色立體口袋設計調節長裙挺感斜紋布純棉面料立體舒適腰部調節帶設計增加層次感A字傘擺裙版型率性修身立體口袋撞色拼接造型俏皮可愛母女一起穿隨性搭配都簡約好看!,下身,QueenShop,"['簡約', '休閒']"
童裝 親子系列 腰荷葉傘擺裙 兩色售 S/M/L,150,NT. 580,https://photo.queenshop.com.tw/03021392/03021392-01.jpg,童裝 親子系列 腰荷葉傘擺裙選用舒適輕薄的純棉面料全鬆緊腰頭穿脫自在方便腰荷葉造型設計感滿滿簡單搭配就好看有型媽媽小孩一起穿著可愛又時尚！,下身,QueenShop,"['甜美', '休閒']"
緹花鏤空紋里細肩連身褲-白,400,NT. 980,https://photo.queenshop.com.tw/04050830/04050830-03.jpg,緹花鏤空紋里細肩連身褲選用舒適柔軟的混紡面料緹花鏤空設計 增添整體層次度連身褲版型 穿搭上更方便搭配背心 展現別緻慵懶穿搭~,連身,QueenShop,"['優雅', '簡約']"
三扭結造型耳針式耳環,80,NT. 380,https://photo.queenshop.com.tw/07030775/07030775-99.jpg,Made in Korea三扭結造型耳針式耳環 俐落扭結造型完美輪廓線條精緻小巧尺寸 輕鬆點綴美麗日常正式、休閒場合配戴都適合好看輕鬆展現個人casual chic style！,其他,QueenShop,"['韓系', '休閒']"
簡約粗菱格圓形線圈耳針式耳環,50,NT. 190,https://photo.queenshop.com.tw/07030852/07030852-99.jpg,簡約粗菱格圓形線圈耳針式耳環細菱形設計質感滿滿粗線圈造型增添整體穿搭重點輕巧方便 舒適度極高簡單配戴就好看有型！,配件,QueenShop,['簡約']
質感半截圓弧造型耳針式耳環,50,NT. 190,https://photo.queenshop.com.tw/07030860/07030860-99.jpg,質感半截圓弧造型耳針式耳環輕巧方便 舒適度極高半截圓弧造型增添整體穿搭重點正式及休閒場合皆可配戴輕鬆展現個人casual chic style！,配件,QueenShop,"['簡約', '休閒']"
圓形線圈造型組合耳針式耳環,50,NT. 390,https://photo.queenshop.com.tw/07030873/07030873-99.jpg,Made in Korea圓形線圈造型組合耳針式耳環多種造型耳環 可自由選擇配戴精緻小巧尺寸 低調簡約不失特色任何場合配戴都合適是時尚精緻女孩的必備單品~,配件,QueenShop,"['韓系', '簡約']"
簡約粗版麻花造型耳針式耳環,50,NT. 390,https://photo.queenshop.com.tw/07030889/07030889-99.jpg,Made in Korea簡約粗版麻花造型耳針式耳環韓國選品系列粗版麻花捲造型質感滿滿輕巧方便 舒適度極高簡單配戴輕鬆點綴整體穿搭！,其他,QueenShop,"['韓系', '簡約']"
簡約立體流線珠珠造型耳針式耳環,30,NT. 390,https://photo.queenshop.com.tw/07030900/07030900-99.jpg,Made in Korea簡約立體流線珠珠造型耳針式耳環 韓國選品系列立體流線設計質感滿滿輕巧方便 舒適度極高正式或是休閒場合皆可配戴！,配件,QueenShop,"['簡約', '韓系']"
法式經典珍珠造型項練,80,NT. 380,https://photo.queenshop.com.tw/07040329/07040329-99.jpg,Made in Korea法式經典珍珠造型項練珍珠的虹彩光澤配戴起來優雅氣質無論是單戴、疊搭都是日常 正式場合 搭配不可缺少的時尚百搭單品~,配件,QueenShop,"['優雅', '韓系']"
氣質珍珠造型蝴蝶結項鍊,80,NT. 490,https://photo.queenshop.com.tw/07040357/07040357-99.jpg,Made in Korea氣質珍珠造型蝴蝶結項鍊附調節鍊設計 任何人都合適整條項鍊由珍珠串成 高級有質感搭配流行的蝴蝶結設計簡單配戴 展現氣質優雅Look~,配件,QueenShop,"['優雅', '韓系']"
鎖鏈珍珠造型設計手鍊,130,NT. 490,https://photo.queenshop.com.tw/07050181/07050181-99.jpg,Made in Korea鎖鏈珍珠造型設計手鍊韓國選品系列大鎖鍊搭配細珠串大珍珠率性有型雙鍊拼接更有造型感隨性搭配都點綴整體穿搭造型~,配件,QueenShop,"['韓系', '優雅']"
質感鏤空層疊三圈造型戒指,80,NT. 380,https://photo.queenshop.com.tw/07060205/07060205-99.jpg,Made in Korea質感鏤空層疊三圈造型戒指細緻線條和寬鬆設計雖具份量感 但佩戴在手指上感受輕盈舒適充滿存在感的設計款式適合搭配任何首飾，作為日常造型的點睛之筆推薦使用這款單品來增添輕鬆的時髦休閒風格~,其他,QueenShop,"['韓系', '休閒']"
童裝 親子系列 格紋口袋拼接上衣 S~XL,150,NT. 480,https://photo.queenshop.com.tw/01096791/01096791-99.jpg,童裝 親子系列 格紋口袋拼接上衣棉麻質感面料背後領口貼心排釦設計輕鬆穿脫又舒適柔和暖色系格紋口袋點綴整體小亮點,上衣,QueenShop,"['休閒', '日系']"
中分哥 一起玩樂印圖渲染上衣 兩色售,200,NT. 590,https://photo.queenshop.com.tw/01190095/01190095-01.jpg,中分哥 一起玩樂印圖渲染上衣選用柔軟有彈性的100%純棉面料寬版版型 合適任何身型渲染面料 為整體造型增添層次度快來與中分哥一起快樂玩耍吧!,上衣,QueenShop,"['街頭', '休閒']"
簡約水鑽線條圓形耳環,50,NT. 390,https://photo.queenshop.com.tw/07030885/07030885-99.jpg,Made in Korea簡約水鑽線條圓形耳環圓弧型耳環 修飾臉部線條簡約線條與水鑽兩邊拼接設計可隨整體搭配去選擇配戴方向是精緻氣質女孩的必備單品~,配件,QueenShop,"['簡約', '優雅']"
簡約小巧蝴蝶結造型耳針式耳環,50,NT. 290,https://photo.queenshop.com.tw/07030895/07030895-99.jpg,Made in Korea簡約小巧蝴蝶結造型耳針式耳環韓國選品系列蝴蝶結交叉呈現滿滿精緻質感簡約又很有造型感搭配日常穿搭就時尚好看！,其他,QueenShop,"['簡約', '韓系']"
皮質蝴蝶結珍珠雙層項鍊,30,NT. 590,https://photo.queenshop.com.tw/07040365/07040365-99.jpg,Made in Korea皮質蝴蝶結珍珠雙層項鍊附調節鍊設計 任何人都合適雙層練造型 可自由變化造型珍珠與皮革搭配 經典好看簡單配戴 展現精緻質感風格~,配件,QueenShop,"['韓系', '優雅']"
金屬單珠圓形造型項鍊,30,NT. 490,https://photo.queenshop.com.tw/07040371/07040371-99.jpg,Made in Korea金屬單珠圓形造型項鍊附調節鍊設計 任何人都合適單珠圓形造型增添整體質感長度非常修飾臉部線條是時髦精緻女孩的必備單品！,配件,QueenShop,"['韓系', '優雅']"
凹凸不規則造型素面粗戒指,80,NT. 380,https://photo.queenshop.com.tw/07060204/07060204-99.jpg,Made in Korea凹凸不規則造型素面粗戒指素面粗環設計修飾手指線條凹凸不規則造型個性有質感簡單配戴沒有負擔時髦女性必備的時尚輕奢侈品！,其他,QueenShop,"['韓系', '簡約']"
質感線條環繞造型戒指,30,NT. 390,https://photo.queenshop.com.tw/07060227/07060227-99.jpg,Made in Korea質感線條環繞造型戒指線條交叉造型 簡約個性有質感不規則設計擁有絕佳的手感休閒時刻或是重要時刻都好搭配簡單穿出時尚新態度！,其他,QueenShop,"['韓系', '簡約']"
童裝 親子系列 刺繡緹花造型澎袖上衣 S/M/L,100,NT. 580,https://photo.queenshop.com.tw/01098250/01098250-99.jpg,童裝 親子系列 刺繡緹花造型澎袖上衣100%純棉面料舒適親膚緹花鏤空造型增添整體質感澎袖設計修飾手臂肉肉浪花造型夏日感滿滿圓領剪裁修飾臉部線條簡單搭配就氣質好看母女一起穿 享受搭配新時尚！,上衣,QueenShop,"['日系', '甜美']"
童裝 親子系列 波點小花跳色拼接長裙 S/M/L,200,NT. 480,https://photo.queenshop.com.tw/03020866/03020866-99.jpg,童裝 親子系列 波點小花跳色拼接長裙大地色系跳色拼接造型波點小花設計呈現活潑俏皮感彈性鬆緊裙頭舒適穿著貼心內裡巧思穿搭更安心媽媽女兒一同搭配享受穿搭的樂趣,下身,QueenShop,['甜美']
簡約質感黑色寬版平底拖鞋 36-40,620,NT. 490,https://photo.queenshop.com.tw/05090136/05090136-99.jpg,簡約質感黑色寬版平底拖鞋深色簡約的款式寬版的底板穿著更舒適日常休閒穿著都適合搭配西裝褲個性也可以,配件,QueenShop,"['簡約', '休閒']"
撞色車線大頭厚底半拖鞋 36-39,1250,NT. 1680,https://photo.queenshop.com.tw/05090258/05090258-99.jpg,撞色車線大頭厚底半拖鞋選用舒適有挺度的皮革面料厚底設計 修飾腿部比例拋光與撞色車造型 增添整體設計感半拖設計 穿脫自在方便簡單搭配就時尚有型!,配件,QueenShop,"['簡約', '休閒']"
麻花造型C形耳針式耳環 兩色售,80,NT. 390,https://photo.queenshop.com.tw/07030816/07030816-73.jpg,Made in Korea麻花造型C型耳針式耳環韓國選品系列麻花C形設計表面不規則紋理獨特率性搭配日常穿搭就很簡約好看!,其他,QueenShop,"['韓系', '簡約']"
簡約細菱形造型耳針式耳環,50,NT. 190,https://photo.queenshop.com.tw/07030858/07030858-99.jpg,Made in Korea簡約細菱形造型耳針式耳環韓國選品系列細菱形設計質感滿滿輕巧方便 舒適度極高簡單配戴輕鬆點綴整體穿搭！,配件,QueenShop,"['簡約', '韓系']"
珍珠垂掛造型耳針式耳環,100,NT. 390,https://photo.queenshop.com.tw/07030864/07030864-99.jpg,Made in Korea珍珠垂掛造型耳針式耳環垂墜式造型 修飾臉部線條珍珠串設計 質感滿滿正式與休閒場合都合適簡單配戴展現溫柔優雅Look~,配件,QueenShop,"['優雅', '韓系']"
質感垂墜單珠設計耳針式耳環,30,NT. 290,https://photo.queenshop.com.tw/07030909/07030909-99.jpg,Made in Korea質感垂墜單珠設計耳針式耳環韓國選品系列單珠造型簡約感滿滿輕巧方便 舒適度極高簡單配戴輕鬆點綴整體穿搭！,配件,QueenShop,"['韓系', '簡約']"
蝴蝶結水鑽珠珠耳針式耳環,30,NT. 290,https://photo.queenshop.com.tw/07030919/07030919-99.jpg,Made in Korea蝴蝶結水鑽珠珠耳針式耳環閃亮亮蝴蝶結造型內夾珠珠做點綴整體精緻又可愛搭配洋裝單品 打造日系甜美風穿搭,配件,QueenShop,"['甜美', '日系']"
雙層珠珠波浪造型項鍊,80,NT. 480,https://photo.queenshop.com.tw/07040330/07040330-99.jpg,Made in Korea雙層珠珠波浪造型項鍊 素面波浪設計百搭實戴單顆珠珠簡約質感雙鍊設計可單鍊搭配正式場合或休閒場合都合適簡單穿出個性時尚LOOK！,配件,QueenShop,"['韓系', '簡約']"
簡約方頭造型亮面短靴-咖 36/37/38/39/40,880,NT. 1480,https://photo.queenshop.com.tw/05060156/05060156-14.jpg,簡約方頭造型亮面短靴選用柔軟舒適的皮革面料同色系鞋跟質感滿滿方頭設計修飾腿部比例亮面材質增添整時尚感搭配褲裝裙裝都好看有型！,配件,QueenShop,"['簡約', '都會']"
P/D幽靈 銀色幽靈印圖零錢包 兩色售,50,NT. 390,https://photo.queenshop.com.tw/06070409/06070409-05.jpg,P/D幽靈 銀色幽靈印圖零錢包 選用透氣舒適的親膚面料幽靈造型設計 俏皮可愛長型零錢包 方便又實用化妝品也可收納 空間好運用!,配件,QueenShop,"['日系', '甜美']"
小巧迴紋針造型耳針式耳環 兩色售,80,NT. 290,https://photo.queenshop.com.tw/07030781/07030781-73.jpg,Made in Korea小巧迴紋針造型耳針式耳環帥氣的金屬風耳環提亮臉部光澤，適合各種膚色佩戴細緻優雅的小巧尺寸合適各種場合日常穿搭的完美單品~,其他,QueenShop,"['韓系', '優雅']"
立體幾何漩渦形耳針式耳環 兩色售,80,NT. 290,https://photo.queenshop.com.tw/07030819/07030819-73.jpg,Made in Korea立體幾何漩渦形耳針式耳環韓國選品系列特殊幾何漩渦形狀小巧立體造型感十足搭配日常穿搭就很簡約好看!,其他,QueenShop,"['韓系', '簡約']"
不規則貝殼珍珠圈圈耳環,100,NT. 490,https://photo.queenshop.com.tw/07030863/07030863-99.jpg,Made in Korea不規則貝殼珍珠圈圈耳環貝殼珍珠層層堆疊 亮眼有型單獨配戴就很有存在感正式或休閒場合配戴都合適好看簡單搭配 展現優雅氣質風格!,配件,QueenShop,"['優雅', '韓系']"
大小蝴蝶結珍珠造型組合式耳針式耳環,30,NT. 490,https://photo.queenshop.com.tw/07030876/07030876-99.jpg,Made in Korea大小蝴蝶結珍珠造型組合式耳針式耳環小鑽造型簡約好看大小珍珠耳環典雅質感大小蝴蝶結設計特別好看輕巧方便 舒適度極高簡單配戴輕鬆點綴整體穿搭！,配件,QueenShop,"['韓系', '優雅']"
簡約珠珠線條造型耳環組,50,NT. 390,https://photo.queenshop.com.tw/07030880/07030880-99.jpg,Made in Korea簡約珠珠線條造型耳環組多種造型耳環 可自由選擇配戴精緻小巧尺寸 低調簡約不失特色任何場合配戴都合適是時尚精緻女孩的必備單品~,配件,QueenShop,"['簡約', '韓系']"
多線弧形造型耳針式耳環,30,NT. 390,https://photo.queenshop.com.tw/07030907/07030907-99.jpg,Made in Korea多線弧形造型耳針式耳環質感多線弧形造型質感滿滿輕巧方便 舒適度極高簡單配戴輕鬆點綴整體穿搭！,其他,QueenShop,"['韓系', '優雅']"
質感多線條纏繞造型戒指,30,NT. 390,https://photo.queenshop.com.tw/07060229/07060229-99.jpg,Made in Korea質感多線條纏繞造型戒指寬鬆戒圍 合適任何人多線條交錯 層次有立體感戴起來輕盈無負擔搭配各種時尚穿搭都合適好看!,其他,QueenShop,"['韓系', '簡約']"
幸運結勾勾設計耳針式耳環 兩色售,80,NT. 290,https://photo.queenshop.com.tw/07030813/07030813-73.jpg,Made in Korea幸運結勾勾設計耳針式耳環韓國選品系列簡約幸運結設計戴著幸運滿滿勾勾收尾造型巧思隨性搭配都很優雅簡約!,其他,QueenShop,"['韓系', '簡約']"
質感弧形造型耳扣式耳環,30,NT. 190,https://photo.queenshop.com.tw/07030916/07030916-99.jpg,Made in Korea質感弧形造型耳扣式耳環無耳洞的小救星不規則弧形造型增添整體設計感輕巧方便 舒適度極高簡單配戴不厚重也沒有負擔輕鬆融入日常裝扮 展現耳際時尚！,配件,QueenShop,"['韓系', '簡約']"
質感素面造型分趾襪 三色售,50,NT. 190,https://photo.queenshop.com.tw/07110547/07110547-01.jpg,Made in Korea質感素面造型分趾襪選用舒適透氣的純棉面料素面設計百搭又實穿分趾設計可穿分趾鞋不卡腳襪口螺紋設計不易鬆脫舒適好穿簡單搭配就好看有型！,配件,QueenShop,"['日系', '簡約']"
寬片片 格紋櫻桃愛心美少女印圖絲巾,100,NT. 390,https://photo.queenshop.com.tw/07130012/07130012-99.jpg,寬片片 格紋櫻桃愛心美少女印圖絲巾選用舒適絲滑的緞面感面料愛心櫻桃美少女組合印圖  甜美俏皮格紋造型 色彩飽滿呈現復古氣質多種綁法 隨心變換風格,配件,QueenShop,"['甜美', '復古']"
半門襟多口袋造型連帽上衣 兩色售 1/2,400,NT. 1080,https://photo.queenshop.com.tw/01098289/01098289-26.jpg,半門襟多口袋造型連帽上衣選用舒適柔軟的人造纖維連帽設計百搭實穿又方便半門襟剪裁穿脫自在快速簡單內搭素色T恤及工裝酷輕鬆穿出時尚凹透LOOK！,上衣,QueenShop,"['工裝', '休閒']"
多口袋V領排釦設計工裝背心 兩色售 1/2,600,NT. 980,https://photo.queenshop.com.tw/02080248/02080248-12.jpg,多口袋V領排釦設計工裝背心舒適棉質挺版面料多口袋設計好貼心 可攜帶隨身小物V領排釦巧思 增添造型感內搭素色T恤或襯衫多層次穿搭簡單上手帥氣有型!,上衣,QueenShop,['工裝']
童裝 親子系列 絢染造型中裙 S/M/L,200,NT. 480,https://photo.queenshop.com.tw/03020636/03020636-99.jpg,童裝 親子系列絢染造型中裙輕薄的面料讓穿著舒適渲染的設計也是一個重點讓整體視覺清爽亮眼是春天最好佳好選擇,下身,QueenShop,"['日系', '休閒']"
